ID,MinReqsText,RecReqsText
224980,Minimum:OS:Windows XP / Windows Vista / Windows 7Processor:1.8 GHz ProcessorMemory:512 MB RAMGraphics:3D graphics card compatible with DirectX 7DirectX(r):9.0Hard Drive:2 GB HD space,
225000,Minimum:OS:Windows XP / Windows Vista / Windows 7Processor:1.8 GHz ProcessorMemory:512 MB RAMGraphics:3D graphics card compatible with DirectX 7DirectX(r):9.0Hard Drive:2 GB HD space,
225020,Minimum:OS:Windows XP/ Windows Vista / Windows 7Processor:1.8GHz ProcessorMemory:512 MB RAMGraphics:3D graphics card compatible with DirectX 9.0cDirectX(r):9.0cHard Drive:2 GB HD space,
225080,Minimum:OS: Windows XP SP3Processor: 2.4 GHz Dual Core ProcessorMemory: 2 GB RAMGraphics: NVIDIA GeForce 8600 /ATI Radeon HD 2600DirectX: Version 9.0Storage: 2 GB available spaceAdditional Notes: Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include Steam Client DirectX 9 Microsoft .NET 4 Framework Visual C++ Redistributable 2010 and AMD CPU Drivers (XP Only/AMD Only),
225160,Minimum:OS:Windows XP Vista or 7Processor:1.5 GHz ProcessorMemory:512 MB RAMGraphics:OpenGL compatible graphics card with at least 256MDirectX(r):7.0Hard Drive:650 MBHD spaceAdditional:OpenGL compatible graphics drivers.,Recommended:OS:Windows XP Vista or 7Processor:1.8 GHz ProcessorMemory:1 GB RAMGraphics:OpenGL compatible graphics card with at least 256MDirectX(r):9.0Hard Drive:650 MB HD spaceAdditional:OpenGL compatible graphics drivers.
225260,Minimum:OS:Windows XP SP3Processor:Intel Core 2 Duo at 2.2 GHz or AMD Athlon 64 at 2.2 GHzMemory:1 GB RAMGraphics:512 MB GeForce 220 Radeon 4550 Intel HD 3000 GraphicsDirectX®:9.0cHard Drive:8 GB HD spaceSound:DirectX Compatible Sound CardOther Requirements:Broadband Internet connection,Recommended:OS:Windows 7Processor:Intel i5 Duo at 2.5 GHz or AMD FX 3.5 GHzMemory:2 GB RAMGraphics:512 MB GeForce 650 Radeon 7000DirectX®:9.0cHard Drive:8 GB HD spaceSound:DirectX Compatible Sound CardOther Requirements:Broadband Internet connection
225280,Minimum:OS: Windows XP SP3 Windows Vista Windows 7 Windows 8 Windows 10Processor: Intel Core 2 Duo or AMD equivalent or betterMemory: 2 GB RAMGraphics: Nvidia Geforce 8800GT or ATI Radeon HD 3870 or betterDirectX: Version 9.0cStorage: 1 GB available spaceSound Card: DirectX compatible Sound Card,
225300,Minimum:OS:Windows XP / Windows Vista / Windows 7Processor:1.8 GHz ProcessorMemory:512 MB RAMGraphics:3D graphics card compatible with DirectX 9DirectX(r):9.0Hard Drive:2 GB HD space,
225320,Minimum:OS:Windows XP / Windows Vista / Windows 7Processor:1.8 GHz ProcessorMemory:512 MB RAMGraphics:3D graphics card compatible with DirectX 9DirectX(r):9.0Hard Drive:2 GB HD space,
225360,Minimum:OS:Windows XP SP2Processor:2.0 GHz Dual CoreMemory:2 GB RAMGraphics:NVIDIA GeForce 9600 GT / ATI Radeon HD 4670 / Intel HD Graphics 4000 with 512 MB dedicated RAMHard Drive:5 GB HD spaceSound:DirectX compatible sound card,
225420,Minimum:OS:Microsoft Windows XP/Vista/7/8 Processor:2 GHz Dual coreMemory:3 GB RAMGraphics:nVIDIA GeForce 8800 512 MB RAM or ATI Radeon HD 3850 512 MB RAMDirectX(r):9.0Hard Drive:2 GB HD spaceOther Requirements:Broadband Internet connection,Recommended:OS:: Microsoft Windows 7/8Processor:3 GHz Quad coreMemory:4 GB RAMGraphics:nVIDIA GeForce GTX460 1 GB RAM or AMD Radeon HD 6850 1 GB RAMDirectX(r):9.0Hard Drive:2 GB HD spaceOther Requirements:Broadband Internet connection
225540,Minimum:OS: Vista SP2 / Windows 7.1 SP1 / Windows 8.1 (64-bit Operating System Required)Processor: Intel Core i5-2500k 3.3GHz / AMD Phenom II X6 1075T 3GHzMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 670 (2GB) / AMD Radeon HD 7870 (2GB)Storage: 54 GB available space,Recommended:OS: Vista SP2 / Windows 7.1 SP1 / Windows 8.1 (64-bit Operating System Required)Processor: Intel Core i7-3770 3.4 GHz / AMD FX-8350 4.0 GHzMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 780 (3GB) / AMD R9 290 (4GB)Storage: 54 GB available space
225600,Minimum:OS: Windows Vista 7 8Processor: 3.0 Ghz P4(+) Dual Core 2.0(+) or AMD64X2(+)Memory: 2 GB RAMGraphics: DX9.0c Compatible 256MB VRAM NVIDIA Geforce 7600 Series / ATI x1600 SeriesDirectX(r): 9.0cHard Drive: 3 GB HD spaceSound: DirectX 9.0c CompatibleOther Requirements: Broadband Internet connection,
225640,Minimum:OS:Microsoft(r) Windows XP (32 / 64 Bit) with Service Pack 3 / Vista (32 / 64 Bit) with Service Pack 1Processor:24 GHz ProcessorMemory:1 GB RAMGraphics:Graphics card 256 MB RAM DirectX(r) 9.0c compatible with Pixel Shader 2.0 support (from nVidia(r) GeForce(tm) 6800 or ATI(r) Radeon(r) X800) Hard Drive:20 GB HD spaceSound:DirectX compatible sound card,Recommended:
225840,Minimum:OS: Windows(r) XP (32 or 64 bit)Processor: 1 GHz single core processorMemory: 512 MB RAMGraphics: 64MB video card capable of using OpenGL 2.1DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 2 GB available spaceAdditional Notes: Some additional tools require .NET framework 3.5 or later. 3rd party content will require varying additional disk space.,Recommended:OS: Windows(r) 7/8/10 (32 or 64 bit)Processor: 2 GHz dual core processorMemory: 2 GB RAMGraphics: 128MB video card with pixel shaders and great OpenGL 2.1 supportNetwork: Broadband Internet connectionStorage: 4 GB available spaceAdditional Notes: Dual-core processor will improve performance of the sound and particle modules.
226100,Minimum:OS: Windows 7Processor: Intel Core 2 Quad or higherMemory: 4 GB RAMGraphics: NVIDIA 9800 GTDirectX: Version 10Storage: 650 MB available spaceAdditional Notes: Laptops without dedicated GPU may have difficulty playing Nom Nom Galaxy. Please look at Toms Hardware Graphics Card Hierarchy Chart to see where your card ranks. http://www.tomshardware.com/reviews/gaming-graphics-card-review3107-7.html,Recommended:OS: Windows 7Processor: Intel Core i7Memory: 6 GB RAMGraphics: GeForce GTX 570DirectX: Version 10Storage: 650 MB available space
226120,Minimum:OS:Windows XPProcessor:Pentium II 600MHzMemory:128 MB RAMGraphics:Intel GMA 950DirectX(r):8.0Hard Drive:45 MB HD spaceSound:16-bit stereo sound,Recommended:OS:Windows XP Vista Win7Processor:Intel Core2 duo or betterMemory:512 MB RAMGraphics:NVidia GeForce 8 series or betterDirectX(r):9.0Hard Drive:60 MB HD spaceSound:16-bit stereo sound
226320,OS: Windows Vista 32/64 Windows 7 32/64 Windows 8 32/64 Windows 10 32-bitProcessor: Core 2 DUO 2.1 GHz / AMD Athlon X2 2.1 GHZ or better Memory: 3GB Hard Disk Space: 30GB*Video Card: Shader Model 3.0 Compatible with 512MB VRAM (Nvidia 8800 Series ATI HD3800 Series Intel HD 3000)*30GB is required for installation. After installation Marvel Heroes will require 15GB of storage.,OS: Windows 7 64-bit Windows 8 64-bit Windows 10 64-bitProcessor: Current Generation Quad Core (Intel Core i7 Core i5 or AMD FX Series)Memory: 8GBHard Disk Space: 30GB*Video Card:Discrete video card with 2GB of VRAM (Nvidia GTX 600 or 700 Series AMD R9 or HD7900 Series)*30GB is required for installation. After installation Marvel Heroes will require 15GB of storage.
226560,Minimum:OS: Windows Vista x86 SP2 with DirectX 11 Update Installed Windows 7 or Windows 8Processor: Intel Core 2 Duo E4600 or AMD Athlon 64 X2 4800+Memory: 2 GB RAMGraphics: Radeon HD 5450 (1 GB) or GeForce GT 430 (1 GB)DirectX: Version 11Storage: 10 GB available spaceSound Card: DirectX compatible sound cardAdditional Notes: There is no support for Windows XP or DirectX 9 and below.,Recommended:OS: Windows 7 (64-bit) or Windows 8 (64-bit)Processor: Intel Core 2 Quad Q6600 or AMD Phenom 9850Memory: 4 GB RAMGraphics: Radeon HD 6850 (1 GB) or GeForce GTX 460 (1 GB)DirectX: Version 11Storage: 10 GB available spaceSound Card: DirectX compatible sound card
226580,Minimum:OS: Windows Vista Windows 7 or Windows 8Processor: Intel Core 2 Duo @ 2.4Ghz or AMD Athlon X2 5400+Memory: 2 GB RAMGraphics: AMD HD2600 or NVIDIA Geforce 8600Network: Broadband Internet connectionStorage: 10 GB available spaceSound Card: DirectX Compatible soundcardAdditional Notes: Supported Graphics Cards: *AMD Radeon HD2600 or higher HD3650 or higher HD4550 or higher HD5000 Series HD6000 Series HD7000 Series R7 Series and R9 Series. *nVidia GeForce 8600 or higher 9500 or higher GTX220 or higher GTX400 Series GTX500 Series GTX600 Series GTX700 Series. Intel HD Graphics 3000 or higher AMD Fusion A8 or higher.,Recommended:OS: Windows Vista 64 bit Windows 7 64 bit or Windows 8 64 bitProcessor: Intel Core i7 or AMD FX SeriesMemory: 4 GB RAMGraphics: AMD HD6000 Series/Nvidia GTX500 Series minimum 1GB RAMNetwork: Broadband Internet connectionStorage: 10 GB available spaceSound Card: Direct X compatible soundcard
226620,Minimum:OS: Windows XPProcessor: 1.2GHzMemory: 1 GB RAMGraphics: any Direct3D 9 cardDirectX: Version 9.0cStorage: 350 MB available space,
226700,Minimum:OS:Windows Vista/Windows 7 (enhanced for 64-bit OS)Processor:2.4 GHZ Quad Core or betterMemory:4 GB RAMGraphics:Nvidia GTX 460/ATI Radeon HD 5850DirectX(r):9.0Hard Drive:3 GB HD spaceSound:Windows Compatible Sound CardOther Requirements:Broadband Internet connection,Recommended:OS:Windows 7 (enhanced for 64-bit OS)Processor:2.4 GHZ Quad Core or betterMemory:4 GB RAMDirectX(r):9.0bHard Drive:3 GB HD spaceSound:Windows Compatible Sound CardOther Requirements:Broadband Internet connection
226720,Minimum:OS: Windows XPProcessor: Dual core CPU 2.5 GHzMemory: 3 GB RAMGraphics: NVIDIA(r) GeForce(r) 9800 or better ATI Radeon(tm) HD 4770 or betterStorage: 16 GB available spaceSound Card: Standard audio device,Recommended:OS: Windows 7Processor: Quad core 2.7 GHz or betterMemory: 8 GB RAMGraphics: NVIDIA(r) GeForce(r) GTX 460 or betterStorage: 16 GB available spaceSound Card: Standard audio device
226740,OS: Windows XP Vista 7 or 8Processor: 1GHzMemory: 1GB RAMGraphics: DirectX 9.0c capableDirectX(r): 9.0c or higherHard Drive: 250 MBSound: Sound card,
226780,Minimum:OS:Windows(r)XP(tm) SP2 Windows(r)Vista(tm) or Windows(r)7Processor:Intel(tm) 2.4 GHz or similar.Memory:1 GB RAMGraphics:NVIDIA(r) Geforce 8800 GT AMD(r) Radeon(tm) HD 3870 or higher (it must be able to manage Pixel Shader 3.0) with at least 512MB of display memory.DirectX(r):9.0cHard Drive:4 GB HD spaceOther Requirements:Broadband Internet connection,Recommended:OS:Windows(r)XP(tm) SP2 Windows(r)Vista(tm) or Windows(r)7Processor:Intel(tm) Core 2 Duo / AMD(tm) Athlon 64 X2 or higher.Memory:2 GB RAMGraphics:NVIDIA(r) GeForce(tm) 9000 series or higher AMD(r) Radeon(tm) HD4000 series or higher (it must be able to manage Pixel Shader 3.0) with at least 512MB of display memory.DirectX(r):9.0cHard Drive:4 GB HD spaceOther Requirements:Broadband Internet connection
226820,Minimum:OS:Windows XP/Vista/7/8Processor:1.5 GHZ or greater Pentium 4 CPU or equivalent classMemory:512 MB RAMGraphics:128 MB DirectX 9.0 compatible video cardHard Drive:3 GB HD spaceSound:9.0,
226840,Minimum:OS: Windows XP Windows Vista Windows 7 Windows 8 Windows 8.1Processor: Intel Core 2 Duo E6600 @ 2.4 Ghz or AMD Athlon 64 X2 5000+ @2.6 GhzMemory: 2 GB RAMGraphics: nVidia 8800 / ATi Radeon HD 3870 with 512MB or  Laptop integrated Intel HD 3000 with 3GB system ramDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 10 GB available spaceSound Card: DirectX 9 CompatibleAdditional Notes: Requires a 1024x768 screen resolution.Requires an open IPv4 connection for online multiplayer.A Triumph Account is required to use the games online services. The games single player and Hot Seat modes are fully playable using the guest account.Please note that the Editor is Windows only.,Recommended:OS: Windows Vista Windows 7 Windows 8 Windows 8.1Processor: Intel Core 2 Quad Q6600 @ 2.4 Ghz or AMD Phenom X4 9900 @ 2.6 GhzMemory: 4 GB RAMGraphics: nVidia Geforce 460 1GB or AMD Radeon HD 6850 1GBDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 10 GB available spaceSound Card: DirectX 9 CompatibleAdditional Notes: A 1920x1080 screen resolution.
226860,Minimum:OS: 64-bit Windows 10 / 8.x / 7Processor: 1.8 GHz Intel Core 2 Duo / AMD K10 Dual-CoreMemory: 4 GB RAMGraphics: 512 MB DirectX 10.1 Video Card (AMD Radeon HD5x00 Series  / Nvidia GeForce 500 Series / Intel HD 4000 or later)DirectX: Version 10Network: Broadband Internet connectionStorage: 12 GB available spaceSound Card: DirectX Compatible Sound Card,Recommended:OS: 64-bit Windows 10 / 8.x / 7Processor: 2.3 GHz Intel Core i5 Processor or EquivalentMemory: 6 GB RAMGraphics: 1 GB DirectX 10.1 Video CardDirectX: Version 10Network: Broadband Internet connectionStorage: 15 GB available spaceSound Card: DirectX Compatible Sound Card
226960,Minimum:OS: Windows XP / Vista / 7 / 8Processor: 2.0 GHzMemory: 2 GB RAMGraphics: Support for OpenGL 2.0 or greaterStorage: 850 MB available space,
226980,Minimum:OS:Windows XP/Windows Vista/Windows 7/Windows 8Processor:Single Core CPU @ 1.6GHzMemory:512 MB RAMGraphics:GeForce 6600 / Radeon 9800DirectX(r):9.0Hard Drive:2500 MB HD spaceSound:DirectX compatible sound cardOther Requirements:Broadband Internet connection,Recommended:OS:Windows XP/Windows Vista/Windows 7/Windows 8Processor:Dual Core CPU @ 2.00GHzMemory:1024 MB RAMGraphics:GeForce 8800 / Radeon HD 3850DirectX(r):9.0cHard Drive:3500 MB HD spaceSound:DirectX compatible sound cardOther Requirements:Broadband Internet connection
227000,Minimum:OS: Windows XP SP2 or aboveProcessor: Pentium or higher processor Memory: 64 MBHard disk space: 1.5 Gb Video Card: DirectX 5 or above compatibility,
227020,Minimum:OS: Windows Vista/7/8Processor: Intel Core 2 Duo-Prozessor or similarMemory: 2 GB RAMGraphics: DirectX 10 compatible 512MBDirectX: Version 10Storage: 3 GB available spaceSound Card: DirectX compatible,
227060,Minimum:OS: Windows XP / Vista / Windows 7 / Windows 8Processor: 2 GHz Intel Dual Core processorMemory: 3 GB RAMGraphics: 512 MB DirectX 9.0c compatible cardDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 3 GB available spaceSound Card: DirectX 9.0c-compatible sound card,Recommended:OS: Windows XP 64bit / Vista / Windows 7 / Windows 8Processor: 2 GHz Intel Dual Core processorMemory: 3 GB RAMGraphics: 512 MB Nvidia 9800 / AMD HD 5570 or higherDirectX: Version 9.0cStorage: 3 GB available spaceSound Card: DirectX 9.0c-compatible sound card
227080,Minimum:OS:Windows XP Vista Windows 7Processor:2.2 GHz dual core or betterMemory:1 GB RAMGraphics:NVIDIA GeForce 6800GT ATI Radeon X1800 or betterDirectX(r):9.0cHard Drive:4 GB HD spaceSound:Windows compatible sound cardAdditional:Game supports Multi-Monitor,Recommended:OS:Windows XP Vista Windows 7Processor:2.8 GHz quad core or betterMemory:3 GB RAMGraphics:NVIDIA GeForce GTX 460 ATI Radeon HD 5870 or betterDirectX(r):9.0cHard Drive:4 GB HD spaceSound:Windows compatible sound cardAdditional:Game supports Multi-Monitor
227100,OS: Microsoft(r) Windows(r) Vista (Service Pack 2) or Windows(r) 7 or Windows(r) 8. Windows(r) XP is NOT supported.Processor: Dual-core CPU with SSE3 (Intel(r) Pentium(r) D 3GHz / AMD Athlon(tm) 64 X2 4200) or betterMemory: 2GBHard Disk Space: 5GB of free drive spaceVideo Card: Microsoft(r) DirectX(r) 10.0 compatible graphics card with 256 MB of memory (NVIDIA(r) GeForce(r) 8800 series / ATI Radeon(tm) HD 3870) or betterSound: Microsoft(r) DirectX(r) 10.0 compatible sound card or betterDirectX: Microsoft(r) DirectX(r) 11.0,
227160,Minimum:OS:Windows XPProcessor:Dual Core 2 Ghz Memory:2 GB RAMGraphics:Nvidia 400 or equivilantDirectX(r):9.0Hard Drive:2.5 GB HD space,Recommended:Processor:Quad Core 2.3 Ghz Memory:4 GB RAMGraphics:Nvidia GTX 400 or equivilantDirectX(r):11Hard Drive:2.5 GB HD space
227180,Minimum:OS:Windows VistaProcessor:2.4 GHz Dual CoreMemory:3 GB RAMGraphics:NVIDIA GeForce GT 530 / ATI Radeon HD 6570DirectX(r):9.0Hard Drive:7.5 GB HD spaceSound:DirectX CompatibleOther Requirements:Broadband Internet connectionAdditional:Internet connection required to play the game. Software installations required (included with the game) include Steam Client Visual C++ 2008 Redistributable DirectX and Microsoft .NET 4.,Recommended:OS:Windows 7Processor:2.4 GHz Quad CoreMemory:6 GB RAMGraphics:NVIDIA GeForce GTX 550 Ti / Radeon HD 6790DirectX(r):9.0Hard Drive:10 GB HD spaceSound:DirectX CompatibleOther Requirements:Broadband Internet connectionAdditional:Internet connection required to play the game. Software installations required (included with the game) include Steam Client Visual C++ 2008 Redistributable DirectX and Microsoft .NET 4.
227200,Minimum:OS:Windows XPProcessor:x86-compatible 2-Ghz or fasterMemory:512 MB RAMGraphics:OpenGL 3.0 or OpenGL 2.1 with framebuffer extensionsHard Drive:400 MB HD space,
227220,Minimum:OS:Windows XP Vista or 7Processor:dual-coreMemory:2 GB RAMGraphics:nVidia GeForce 9 series or better or ATI HD4000 series or better.DirectX(r):9.0cHard Drive:4 GB HD spaceAdditional:This game requires a monitor that supports a 1280X720 @ 60hrz (32 bits) resolution.,Recommended:OS:Windows XP Vista or 7Processor:Intel Core i5 or better or AMD equivalentMemory:4 GB RAMGraphics:nVidia GeForce 9 series or better or ATI HD4000 series or better.DirectX(r):9.0cHard Drive:4 GB HD spaceAdditional:This game requires a monitor that supports a 1280X720 @ 60hrz (32 bits) resolution.
227240,Minimum:OS:Windows XP SP3Processor:1 GHzMemory:512 MB RAMGraphics:Latest graphics driversHard Drive:500 MB HD space,Recommended:OS:Windows 7+Processor:2 GHz dual-coreMemory:2 GB RAMGraphics:Any AMD or nVidia graphics card with latest driversHard Drive:5 GB HD spaceOther Requirements:Broadband Internet connection
227260,Minimum:OS: Windows XP SP2Processor: 1 GHz single coreMemory: 512 MbHard disk space: 30 Mb,
227300,Minimum:OS: Windows 7Processor: Dual core CPU 2.4 GHzMemory: 4 GB RAMGraphics: GeForce GTS 450-class (Intel HD 4000)Hard Drive: 3 GB available space,Recommended:OS: Windows 7/8.1/10 64-bitProcessor: Quad core CPU 3.0 GHzMemory: 6 GB RAMGraphics: GeForce GTX 760-class (2 GB)Hard Drive: 3 GB available space
227320,Minimum:Windows XPProcessor:2.33GHz or faster x86-compatible processor or Intel Atom(tm) 1.6GHz or faster processor for netbook class devicesMemory:512 MB RAMHard Drive:100 MB HD space,Recommended:Memory:1 GB RAMOther Requirements:Broadband Internet connectionAdditional:Minimum OS version is: Windows XP
227380,Minimum:OS:Windows XP SP3Processor:1.8 GHz dual core CPUMemory:1 GB RAMGraphics:256 MB GeForce 8800 Radeon 3850 or Intel HD 2000 GraphicsDirectX(r):9.0Hard Drive:1 GB HD spaceSound:DirectX Compatible Sound Card,Recommended:OS:Windows 7Processor:Intel Core 2 Duo at 2.2 GHz or AMD Athlon 64 at 2.2 GHzMemory:1 GB RAMGraphics:512 MB GeForce 220 Radeon 4550 Intel HD 3000 GraphicsDirectX(r):9.0Hard Drive:1 GB HD spaceSound:DirectX Compatible Sound Card
